id,name,phone,address,notes,opening_balance,active,old_id,old_code
2e234c5a-ae37-77f1-3c02-d40e664e7d50,شركة أركان العمارة,,,م057 | old_id=210000144,0,t,210000144,م057
571d2375-1774-6730-7af4-8df56a1d7a88,شركة الاصالة الدولية,,,FRS882 | old_id=210000157,0,t,210000157,FRS882
081276dc-6952-a613-dc62-614b51522ad0,تولين للبضائع الأوروبية,,,FRS060 | old_id=210000120,0,t,210000120,FRS060
ac78bb51-d153-70a3-ad89-bdb50a8537eb,مصنع خلاطات و أكسسوارات الصين,,,FRS064 | old_id=210000125,0,t,210000125,FRS064
dd2fc8ac-5717-c00a-07b0-627c341c4a46,مجموعة العربي,,,FRS071 | old_id=210000132,0,t,210000132,FRS071
e2471349-f041-76d6-af3b-07b14234b9a8,شركة ولاء الأولى,,,FRS062 | WWW.OIOLI.COM | old_id=210000123,0,t,210000123,FRS062
b254c840-e3dc-aa50-45cc-22c1a82f1d9d,شركة النخبة الفريدة لاستيراد مواد البناء,0917331928,,FRS801 | old_id=310000176,0,t,310000176,FRS801
dc6e5eb0-a2c4-7fc8-161c-528f389f29cc,شركة البهراء العالمية الحديثة,,,FRS061 | old_id=210000122,0,t,210000122,FRS061
1feb71a5-1d49-b1e4-f571-cf039a9a809d,شركة مشارق العاصمة لمواد البناء والطلاء,,,FRS013 | old_id=210000147,0,t,210000147,FRS013
60d7d8a2-1083-abe4-d894-b1c7f3235d40,شركة المتخصص الليبي,,,FRS079 | old_id=210000140,0,t,210000140,FRS079
eaec4caa-2cd8-a5a0-0ace-817c235e4ecc,محلات الساحل,,,FRS078 | old_id=210000139,0,t,210000139,FRS078
739ceb52-f1a3-15d6-d9c6-3f5c45b789b0,شركة أنوار طرابلس,,,FRS069 | old_id=210000130,0,t,210000130,FRS069
5ab52856-ad90-444c-7e94-fd714235d708,شركة النهضة كرزاز,,,FRS068 | old_id=210000129,0,t,210000129,FRS068
3371605a-058e-4bf1-07a5-d157c54ae58f,شركة المضمونة للبناء,,,FRS063 | old_id=210000124,0,t,210000124,FRS063
f68c4a72-8eb2-7563-07ad-b344ff9fe960,دار الخزف للمواد الصحية (11 يونيو),,,FRS059 | old_id=210000119,0,t,210000119,FRS059
06d20f1c-34a0-e014-64db-92734ce57411,عبد المجيد الفاندي,0925406324,,FRS001 | old_id=210000145,0,t,210000145,FRS001
a2b20411-3fb5-6229-5ec5-b013ac930739,شركة باب الاعمار الاولى,0914407676,,FRS032 | old_id=310000175,0,t,310000175,FRS032
cbc8158a-9b45-9705-3f1d-05cad25ac2d7,شركة الحيرة للدهانات,,,FRS012 | old_id=210000150,0,t,210000150,FRS012
9a9f39af-a0d0-6a64-969d-7baa03e28c4f,دار الخزف للمواد الصحية (السراج),,,FRS789 | old_id=310000128,0,t,310000128,FRS789
3b74be9f-643f-cd77-2128-39d8b10170c9,XUCHANG MINGLAI TECHNOLOGY,,,FRS075 | old_id=210000136,0,t,210000136,FRS075
a120d008-0652-2c9d-a55f-a05b792df37c,محمد نظام,,,FRS026 | old_id=310000133,0,t,310000133,FRS026
0ac84589-249c-ec1c-90a6-5324415510d3,محل سوق الثلاثاء لمواد البناء,,,FRS009 | old_id=210000149,0,t,210000149,FRS009
0dafba13-51f2-fc5a-eab7-f16d55bcce40,شركة لمسات البناء,,,FRS056 | old_id=210000116,0,t,210000116,FRS056
5b018a56-a89e-b7f1-caf0-d8c5eec60a97,شركة ديكور لمواد البناء,,,FRS092 | old_id=210000151,0,t,210000151,FRS092
803eabee-b81f-7acb-eb64-b2cae128a7cb,شركة كرزاز لاستيراد مواد البناء,,,FRS090 | old_id=210000148,0,t,210000148,FRS090
f896ca80-bb01-8e62-4925-3fea7c127ac1,شركة الحاج حسين 2 للمواد الصحية,0911785862 حسين البالي,,FRS014 | old_id=210000156,0,t,210000156,FRS014
695330b1-f457-9bb1-70db-3ef19382e7c9,شركة توباز لاستيراد السيراميك,0921906200,,FRS052 | old_id=210000154,0,t,210000154,FRS052
e47ac07e-2763-bc83-6cf2-c39bb577a1f9,مجموعة الخليج,,,FRS076 | old_id=210000137,0,t,210000137,FRS076
95d22529-eb35-a000-949b-cc311fec737c,شركة الجودة vip,,,FRS232 | old_id=210000153,0,t,210000153,FRS232
6404b473-9064-2186-1532-6b8e0def0d69,شركة المرابط,,,FRS004 | old_id=310000119,0,t,310000119,FRS004
7ea09f3f-5446-26a3-c653-90a14ccabc04,شركة العامر لإستيراد مواد البناء و الصحية,,,FRS003 | old_id=310000118,0,t,310000118,FRS003
3005271c-aa59-cf81-5380-bf5c9a7cd5d1,شركة الإزدهار مصراتة,,,FRS002 | old_id=310000117,0,t,310000117,FRS002
20684c48-6ec2-3cd4-8b05-9a431b0201bb,ستار سانيتار,,,FRS0085 | old_id=310000126,0,t,310000126,FRS0085
71b0de26-4571-b512-a21b-b9c9f2f7d6ca,شركة راما (سراج),,,FRS022 | old_id=210000155,0,t,210000155,FRS022
4e89bf71-db1a-fa5b-fdfe-90cbb376c1d4,الديار العالمية,0912143727,,FRS098 | old_id=310000187,0,t,310000187,FRS098
77d76dcb-7fe6-a4b4-4998-83b869291b06,LETOP ليتوب,,,FRS4401 | old_id=310000194,0,t,310000194,FRS4401
0b31d558-d145-3aaf-232e-dad3cc8669b6,بوليمي Bolemi,,,FRS4012 | old_id=310000195,0,t,310000195,FRS4012
c92e5ba8-07a8-60d8-3d50-26697ade9669,الميزان الحديث لمواد البناء ومعدات الورش,0914730030,,FRS405 | old_id=310000193,0,t,310000193,FRS405
174345bc-5f58-c59c-b48a-3f0b5d1ff910,مصنع برسلين,,,FRS1001 | old_id=310000127,0,t,310000127,FRS1001
1e40627e-ea09-d325-6c11-fb6c068c423e,المتجر الاروبي,0941230100,,FRS036 | old_id=310000180,0,t,310000180,FRS036
0c575208-c139-0260-a6d0-f96f93e5c6ae,معرض السرايا للمواد الصحية و الخزف,0926550056,,FRS008 | old_id=310000177,0,t,310000177,FRS008
184c0017-ca38-f03c-39a0-fc597ff5dc70,مجموعة دواس فشلوم,0913729626,,FRS033 | old_id=310000178,0,t,310000178,FRS033
4c33ba4c-5f54-c701-dee2-3e778c3a4932,شركة اياد البناءلاسستيراد مواد البناء ة المةاد الصحية,,,FRS037 | old_id=310000183,0,t,310000183,FRS037
0b8a959f-88d0-b62a-6697-d466cdbea926,خالد للمواد الصحية و الاكسسوارات,,,FRS038 | old_id=310000184,0,t,310000184,FRS038
14950469-fd5d-b082-a076-567607dd7c0e,شركة مركز المهندس لورق الحائط و الديكورات,0921255758,,FRS035 | old_id=310000179,0,t,310000179,FRS035
9ccc9fc8-8055-1b6e-040d-fd7bde7fbb45,مسوق الجميل,,,FRS403 | old_id=310000191,0,t,310000191,FRS403
74e1dacd-b468-4717-ef12-a0a78349e141,مودرن هوم,0916401414,,FRS404 | old_id=310000192,0,t,310000192,FRS404
fa057642-4ae8-6289-9911-a6c274991952,شركة الراسيات لاستيراد المواد الصحية و مواد البناء,0912151790,,FRS400 | old_id=310000188,0,t,310000188,FRS400
40654e59-6195-c960-6d17-f8a0da8516d5,مجموعة الخليج سيراميك,,,FRS401 | old_id=310000189,0,t,310000189,FRS401
509e8e91-b47c-f17c-5f3a-a8dfebf81f76,المسوق الاسطى,0910339966,,FRS402 | old_id=310000190,0,t,310000190,FRS402
46b65556-274a-45aa-9c85-4e9803db664f,محلات الاعتماد 11يونيو,0913082323,,FRS0012 | old_id=310000182,0,t,310000182,FRS0012
1a3e68c6-4b49-c842-7d20-2ef3559b05d2,شركة المتوكل الحديث الدعوة الاسلامية,0915104068,,FRS05321 | old_id=310000171,0,t,310000171,FRS05321
4e069e00-1faf-fec3-009d-c22ff78edd71,محلات العمارة فرع السبعة لتجارة مواد البناء,0915710060,,FRS0501 | old_id=310000172,0,t,310000172,FRS0501
b6b84a10-cc93-fcd2-c2b5-039b6a676e80,الجزيرة لمستلزمات الرخام و السيراميك,,,FRS031 | old_id=310000174,0,t,310000174,FRS031
2f9d5e94-b710-5c3f-6a26-dfdc98317ce4,شركة الرفاقة لإستيراد مواد البناء,,,FRS007 | old_id=310000122,0,t,310000122,FRS007
f63d523a-4b6c-61d1-f98b-04b240c67d39,مجموعة الجذور للاسواق التجارية,,,FRS030 | old_id=310000137,0,t,310000137,FRS030
f3749abe-ab61-138e-bb47-655f16ecc625,هانغ كراون,,,FRS4015 | old_id=310000196,0,t,310000196,FRS4015
2b5a299a-8a4f-4338-ee3a-05d76bf1fa29,شركة رمال الجبل,0916611211,,FRS027 | old_id=310000134,0,t,310000134,FRS027
261d312b-ca2f-d43a-ee0b-a165e81631b3,شركة البحيرات السبع,0927352550,,FRS039 | old_id=310000185,0,t,310000185,FRS039
504b00e0-ee7e-b901-3cf5-426a8de78bc7,مسوق سيف الاسلام زليتي,0910086438,,FRS040 | old_id=310000186,0,t,310000186,FRS040
431ac3fd-806d-3b31-7433-0f5bf3af56c7,شركة بيوت العز لاستيراد مواد بناء,,,FRS0230 | old_id=310000173,0,t,310000173,FRS0230
f330aa66-9a8a-90ee-d535-6c68ff14b0de,محلات الاعتماد (السراج),,,FRS100 | old_id=310000129,0,t,310000129,FRS100
